Image_Name,Caption,Gender,Age,Height,Weight,BMI,BMI Classification with Gender
image_183.jpg,"F/32/5'9"" [348 > 283 = 65 lbs] Got to my HW in 6/2020. Yesterday, I did the zipline in Vegas because I'm under the weight limit of 300 lbs. So proud of how far I've come!",F,32,"5'9""",283.0,41.79133138774574,Obese
image_184.jpg,F/32/5’9” [142lb > 142lb = 0lb] (10 months) Started working out regularly in 2023 and so stoked on my fitness progress!,F,32,5’9”,,,Obese
image_185.jpg,M/23/5’9 [145lbs>161lbs = 16lbs gained] (2 months ),M,23,5’9,161.0,23.775280400802348,Normal weight
image_186.jpg,F/21/5'4 [108lbs>122lbs] 3 years of glute gains. I used to get roasted for being an Asian girl with no butt. So this is proof that anything's possible when you work hard for it,F,21,5'4,,,Obese
image_187.jpg,M/19/5'10 [290 > 170] (1.5 years) he'd be proud,M,19,5'10,,,Obese
image_188.jpg,"M/19/5’11 [267lbs > 187lbs = 80lbs] (7 months) still more to go, but two similar pictures let me see the difference a little better",M,19,5’11,187.0,26.080917307639023,Overweight
image_189.jpg,"M/26/5'10 [316>198] (118lbs) From self loathing to self love, slowly (3 years)",M,26,5'10,,,Obese
image_190.jpg,"F/31/5'5"" [220lbs >151lbs =69lbs lost] (13 months)",F,31,"5'5""",151.0,25.12743666907452,Overweight
image_191.jpg,F/20/5’7” [180>170=10] (3 months) i don’t really weigh myself so I’m just estimating,F,20,5’7”,170.0,33.20048084540613,Obese
image_192.jpg,M/20/6’2 [335 > 190 = 145 lbs lost] 10 months,M,20,6’2,190.0,24.3942861881341,Normal weight
image_193.jpg,F/25/4’11” [185 > 100 = 85lbs] Wanted to get in shape to pursue my dream of cosplaying again and I did it!,F,25,4’11”,100.0,30.515147835851234,Obese
image_194.jpg,"F/19/5'2"" [164lbs > 125lbs = -39lbs] (24 months) - really happy about the person I became",F,19,"5'2""",125.0,22.86254572509145,Normal weight
image_195.jpg,"M/39/5'8"" [233lbs > 171lbs = 62lbs] (19 months) The thing you don't see is how much I feel better mentally and physically!",M,39,"5'8""",171.0,26.000173021107294,Overweight
image_196.jpg,F/45/5’3” [270>195] (15 months) Face gains? Still a coffee addict!,F,45,5’3”,,,Obese
image_197.jpg,"F/28/5’7” [220lbs > 180lbs = 40lbs] (1 year) Been thinking about it for years, been putting in the work since July!",F,28,5’7”,180.0,35.15345030690061,Obese
image_198.jpg,F/27/5’7 [160>140=-20] 9 month post partum journey,F,27,5’7,140.0,21.92685695239958,Normal weight
image_199.jpg,F/45/5’2.5” [238>195 lbs = 43 lbs] (9.5 months),F,45,5’2.5”,195.0,38.08290449914233,Obese
image_200.jpg,F/19/5’4 [160lbs > 154 lbs = 6 pounds down] (3 weeks) i don’t even know if a difference is noticeable but i notice that i feel a bit better (ignore the drawn on clothes lol),F,19,5’4,154.0,26.433746812806124,Overweight
image_201.jpg,F/28/5’3 [230 > 175 = 55lbs] (1 year) Face to face Friday! Sometimes it’s hard to see a difference but I notice less of a double chin and less fat in my face. I feel like I can fully smile now without being self conscious of my chin🥹,F,28,5’3,175.0,30.999515261817127,Obese
image_202.jpg,"F/35/5'4"" [215>145 = 70lbs] (1 year) I cannot believe my face changed this much",F,35,"5'4""",145.0,24.888917453616155,Normal weight
image_203.jpg,"M/31/171 [97-85 6 weeks] Deleting my earlier post due to some errors in the title; nevertheless, happy to be able to post!",M,31,171,,,Obese
image_204.jpg,F/22/5’11” [254lbs > 173lbs = 81lbs] December 2022 to February 2024! :),F,22,5’11”,173.0,33.786371683854476,Obese
image_205.jpg,F/28/5’7 [430>280=150] (9 months) I feel like an entirely different person,F,28,5’7,280.0,43.85371390479916,Obese
image_206.jpg,M/49/5'10 [125kg-88kg =37kg loss] (7 months) Face changes,M,49,5'10,,,Obese
image_207.jpg,F/33/5’3” [205lbs>120lbs=85lbs] (10 months),F,33,5’3”,120.0,23.43563353793374,Normal weight
image_208.jpg,M/45/6’2” [213lbs<228lbs=14lbs] (10 months),M,45,6’2”,,,Obese
image_209.jpg,M/35/5’10” [335lbs > 220lbs = 115lbs] Lifestyle overhaul,M,35,5’10”,220.0,42.96532815287852,Obese
image_210.jpg,F/17/5’2”. July of 2022 to February of 2024. From 228 to 126,F,17,5’2”.,,,Obese
image_211.jpg,F/27/5’3” [240lbs > 180lbs = 60lbs] Progress so far!,F,27,5’3”,180.0,35.15345030690061,Obese
image_212.jpg,"F/38/118 lbs/5'3"" [200>118=82 lbs] after being overweight or obese since 3rd grade, I feel like I could cry",F,38,118,118.0,,Obese
image_213.jpg,"M/21/6'2"" [171lbs > 143lbs = 28lbs] weight gain journey 2017-2024",M,21,"6'2""",143.0,18.359910131069352,Underweight
image_214.jpg,"F/23/5'6 [227lbs > 175lbs = 54lbs] 2 years. Today, I can wear pants that I wore in 9th grade.",F,23,5'6,175.0,28.245426095994528,Overweight
image_215.jpg,M/25/6’0 [235lbs>185lbs = 50lbs] (March 2023 to Feb 2024) 10 more pounds to go!,M,25,6’0,185.0,25.09023266503323,Overweight
image_216.jpg,"M/39/5'9"" [189lbs > 159lbs = 30lbs] (10 weeks) gave up donuts",M,39,"5'9""",159.0,23.479935302655736,Normal weight
image_217.jpg,F/29/5’7” [193 > 159 = 34] 10 months to get to a normal BMI!,F,29,5’7”,159.0,31.052214437762206,Obese
image_218.jpg,F/21/5’7” [140kg > 75kg = 65kg] (28 months) photo recreation,F,21,5’7”,,,Obese
image_219.jpg,M/25/5'7 [225 > 18 = 42 lbs] 18 months | Face gains!! Still have about 20-30 more pounds to go.,M,25,5'7,18.0,2.8191673224513747,Underweight
image_220.jpg,F/21/5’2 [78 Kgs > 72Kgs = 6 Kgs] (6 Months) Lower Body transformation,F,21,5’2,,,Obese
image_221.jpg,F/29/5’4 [178 lbs > 166 lbs= 12lbs] (12 months) Slowly but surely I will soon reach my GW ☺️,F,29,5’4,166.0,28.493519291726084,Overweight
image_222.jpg,"F/27/5’9” [250lbs > 170lbs = 80lbs] about 1 year. Posting for encouragement because I gained 40lbs back after maintaining for 2 years. Got up to 210, back down to 199 currently. This time I’m going for 150!",F,27,5’9”,170.0,33.20048084540613,Obese
image_223.jpg,F/26/5’6” [240 > 199=41 lbs] weight loss progress,F,26,5’6”,199.0,38.86409228374012,Obese
image_224.jpg,M/33/6’0” [406lbs > 231lbs = 175] Weight loss progress,M,33,6’0”,231.0,31.328885111473927,Obese
image_225.jpg,M/37/6’1 [360lbs. > 275lbs. = 85lbs.] (3 years) I feel like an entirely new person,M,37,6’1,,,Obese
image_226.jpg,"M/32/5'8"" [287 lbs > 175 lbs = 112 lbs] (2 years, 4 months) Keeping it up and/or down.",M,32,"5'8""",175.0,26.608364202887582,Overweight
